molecule_id,index,size
3605,89604,8
3605,89605,8
3605,89606,8
3605,89607,8
3605,89611,8
3605,89618,8
3605,89627,8
3605,89631,8
3607,89640,30
3607,89641,30
3607,89642,30
3607,89643,30
3607,89645,30
3607,89646,30
3607,89647,30
3607,89648,30
3607,89649,30
3607,89650,30
3607,89651,30
3607,89653,30
3607,89654,30
3607,89656,30
3607,89658,30
3607,89659,30
3607,89660,30
3607,89661,30
3607,89662,30
3607,89664,30
3607,89665,30
3607,89666,30
3607,89668,30
3607,89671,30
3607,89672,30
3607,89674,30
3607,89675,30
3607,89679,30
3607,89681,30
3607,89684,30
3611,89732,6
3611,89734,6
3611,89736,6
3611,89743,6
3611,89745,6
3611,89749,6
3612,89796,17
3612,89798,17
3612,89799,17
3612,89801,17
3612,89803,17
3612,89804,17
3612,89806,17
3612,89807,17
3612,89808,17
3612,89809,17
3612,89810,17
3612,89812,17
3612,89816,17
3612,89817,17
3612,89821,17
3612,89823,17
3612,89825,17
3615,89852,3
3615,89854,3
3615,89855,3
3617,89886,8
3617,89887,8
3617,89889,8
3617,89890,8
3617,89891,8
3617,89893,8
3617,89897,8
3617,89898,8
3618,89903,2
3618,89909,2
3619,89923,13
3619,89924,13
3619,89925,13
3619,89926,13
3619,89927,13
3619,89929,13
3619,89930,13
3619,89937,13
3619,89940,13
3619,89946,13
3619,89949,13
3619,89950,13
3619,89953,13
3626,90069,19
3626,90070,19
3626,90071,19
3626,90073,19
3626,90074,19
3626,90075,19
3626,90076,19
3626,90077,19
3626,90078,19
3626,90081,19
3626,90083,19
3626,90084,19
3626,90085,19
3626,90090,19
3626,90092,19
3626,90093,19
3626,90095,19
3626,90098,19
3626,90099,19
3627,90100,4
3627,90102,4
3627,90105,4
3627,90116,4
3628,90126,3
3628,90127,3
3628,90131,3
3630,90149,3
3630,90151,3
3630,90152,3
3632,90184,12
3632,90185,12
3632,90186,12
3632,90189,12
3632,90190,12
3632,90191,12
3632,90192,12
3632,90193,12
3632,90195,12
3632,90197,12
3632,90205,12
3632,90222,12
3637,90335,11
3637,90336,11
3637,90337,11
3637,90338,11
3637,90339,11
3637,90340,11
3637,90342,11
3637,90345,11
3637,90349,11
3637,90364,11
3637,90370,11
3638,90382,11
3638,90384,11
3638,90385,11
3638,90386,11
3638,90388,11
3638,90389,11
3638,90393,11
3638,90399,11
3638,90401,11
3638,90402,11
3638,90408,11
3639,90409,2
3639,90412,2
3641,90429,20
3641,90430,20
3641,90431,20
3641,90433,20
3641,90434,20
3641,90436,20
3641,90437,20
3641,90438,20
3641,90441,20
3641,90442,20
3641,90446,20
3641,90447,20
3641,90450,20
3641,90454,20
3641,90467,20
3641,90470,20
3641,90474,20
3641,90479,20
3641,90482,20
3641,90484,20
3642,90487,7
3642,90489,7
3642,90490,7
3642,90493,7
3642,90521,7
3642,90527,7
3642,90580,7
3643,90587,62
3643,90588,62
3643,90589,62
3643,90590,62
3643,90591,62
3643,90592,62
3643,90593,62
3643,90594,62
3643,90595,62
3643,90596,62
3643,90597,62
3643,90598,62
3643,90599,62
3643,90600,62
3643,90601,62
3643,90602,62
3643,90603,62
3643,90604,62
3643,90605,62
3643,90606,62
3643,90607,62
3643,90608,62
3643,90609,62
3643,90610,62
3643,90611,62
3643,90612,62
3643,90614,62
3643,90615,62
3643,90617,62
3643,90618,62
3643,90619,62
3643,90620,62
3643,90622,62
3643,90623,62
3643,90624,62
3643,90626,62
3643,90627,62
3643,90628,62
3643,90629,62
3643,90630,62
3643,90632,62
3643,90633,62
3643,90635,62
3643,90638,62
3643,90640,62
3643,90641,62
3643,90643,62
3643,90644,62
3643,90646,62
3643,90650,62
3643,90651,62
3643,90653,62
3643,90655,62
3643,90657,62
3643,90658,62
3643,90662,62
3643,90664,62
3643,90666,62
3643,90669,62
3643,90672,62
3643,90673,62
3643,90674,62
3645,90688,12
3645,90689,12
3645,90691,12
3645,90692,12
3645,90693,12
3645,90695,12
3645,90699,12
3645,90701,12
3645,90711,12
3645,90721,12
3645,90734,12
3645,90735,12
3647,90742,4
3647,90743,4
3647,90745,4
3647,90751,4
3648,90759,2
3648,90760,2
3649,90769,12
3649,90771,12
3649,90772,12
3649,90773,12
3649,90775,12
3649,90776,12
3649,90777,12
3649,90796,12
3649,90806,12
3649,90809,12
3649,90810,12
3649,90811,12
3650,90832,3
3650,90836,3
3650,90837,3
3651,90845,9
3651,90846,9
3651,90848,9
3651,90849,9
3651,90850,9
3651,90851,9
3651,90853,9
3651,90857,9
3651,90860,9
3652,90932,5
3652,90938,5
3652,90941,5
3652,90942,5
3652,90956,5
3653,90975,7
3653,90977,7
3653,90978,7
3653,90980,7
3653,90982,7
3653,90983,7
3653,90997,7
3656,91043,2
3656,91044,2
3658,91055,6
3658,91056,6
3658,91057,6
3658,91061,6
3658,91062,6
3658,91067,6
3659,91092,2
3659,91094,2
3661,91113,4
3661,91114,4
3661,91115,4
3661,91116,4
3662,91136,22
3662,91137,22
3662,91138,22
3662,91139,22
3662,91141,22
3662,91142,22
3662,91143,22
3662,91144,22
3662,91146,22
3662,91148,22
3662,91150,22
3662,91156,22
3662,91158,22
3662,91168,22
3662,91169,22
3662,91175,22
3662,91179,22
3662,91188,22
3662,91190,22
3662,91191,22
3662,91206,22
3662,91208,22
3663,91225,3
3663,91226,3
3663,91227,3
3664,91241,2
3664,91245,2
3667,91298,2
3667,91299,2
3669,91352,3
3669,91353,3
3669,91354,3
3670,91358,4
3670,91359,4
3670,91360,4
3670,91362,4
3671,91377,4
3671,91378,4
3671,91379,4
3671,91382,4
3672,91396,3
3672,91397,3
3672,91399,3
3674,91459,31
3674,91460,31
3674,91461,31
3674,91462,31
3674,91463,31
3674,91464,31
3674,91466,31
3674,91467,31
3674,91469,31
3674,91470,31
3674,91471,31
3674,91472,31
3674,91474,31
3674,91475,31
3674,91476,31
3674,91478,31
3674,91479,31
3674,91482,31
3674,91486,31
3674,91487,31
3674,91488,31
3674,91492,31
3674,91497,31
3674,91498,31
3674,91500,31
3674,91504,31
3674,91505,31
3674,91518,31
3674,91522,31
3674,91533,31
3674,91540,31
3682,91781,16
3682,91782,16
3682,91784,16
3682,91786,16
3682,91787,16
3682,91791,16
3682,91792,16
3682,91793,16
3682,91795,16
3682,91796,16
3682,91798,16
3682,91799,16
3682,91806,16
3682,91808,16
3682,91809,16
3682,91811,16
3683,91817,7
3683,91818,7
3683,91819,7
3683,91820,7
3683,91826,7
3683,91830,7
3683,91842,7
3684,91850,4
3684,91853,4
3684,91855,4
3684,91857,4
3685,91859,25
3685,91860,25
3685,91861,25
3685,91862,25
3685,91863,25
3685,91866,25
3685,91867,25
3685,91868,25
3685,91870,25
3685,91871,25
3685,91872,25
3685,91873,25
3685,91874,25
3685,91876,25
3685,91879,25
3685,91881,25
3685,91883,25
3685,91886,25
3685,91887,25
3685,91888,25
3685,91889,25
3685,91892,25
3685,91897,25
3685,91900,25
3685,91902,25
3686,91903,11
3686,91904,11
3686,91905,11
3686,91907,11
3686,91908,11
3686,91909,11
3686,91910,11
3686,91913,11
3686,91917,11
3686,91924,11
3686,91925,11
3688,91929,8
3688,91930,8
3688,91932,8
3688,91933,8
3688,91940,8
3688,91944,8
3688,91948,8
3688,91955,8
3691,91989,4
3691,91990,4
3691,91992,4
3691,91993,4
3693,92004,5
3693,92006,5
3693,92008,5
3693,92015,5
3693,92031,5
3694,92033,3
3694,92034,3
3694,92038,3
3695,92079,29
3695,92080,29
3695,92081,29
3695,92082,29
3695,92083,29
3695,92084,29
3695,92085,29
3695,92086,29
3695,92087,29
3695,92089,29
3695,92092,29
3695,92093,29
3695,92095,29
3695,92096,29
3695,92097,29
3695,92102,29
3695,92105,29
3695,92109,29
3695,92110,29
3695,92111,29
3695,92113,29
3695,92115,29
3695,92116,29
3695,92120,29
3695,92122,29
3695,92123,29
3695,92145,29
3695,92147,29
3695,92148,29
3699,92156,5
3699,92160,5
3699,92162,5
3699,92167,5
3699,92168,5
3700,92176,2
3700,92177,2
3701,92183,71
3701,92184,71
3701,92185,71
3701,92186,71
3701,92187,71
3701,92189,71
3701,92190,71
3701,92191,71
3701,92192,71
3701,92194,71
3701,92195,71
3701,92196,71
3701,92198,71
3701,92199,71
3701,92200,71
3701,92201,71
3701,92202,71
3701,92205,71
3701,92207,71
3701,92208,71
3701,92209,71
3701,92212,71
3701,92213,71
3701,92214,71
3701,92216,71
3701,92217,71
3701,92218,71
3701,92220,71
3701,92223,71
3701,92224,71
3701,92226,71
3701,92227,71
3701,92236,71
3701,92237,71
3701,92239,71
3701,92242,71
3701,92243,71
3701,92244,71
3701,92248,71
3701,92249,71
3701,92251,71
3701,92252,71
3701,92253,71
3701,92255,71
3701,92256,71
3701,92259,71
3701,92260,71
3701,92261,71
3701,92262,71
3701,92264,71
3701,92266,71
3701,92267,71
3701,92269,71
3701,92270,71
3701,92272,71
3701,92274,71
3701,92276,71
3701,92277,71
3701,92280,71
3701,92282,71
3701,92283,71
3701,92285,71
3701,92286,71
3701,92288,71
3701,92289,71
3701,92291,71
3701,92298,71
3701,92299,71
3701,92304,71
3701,92306,71
3701,92309,71
3707,92382,2
3707,92387,2
3708,92392,66
3708,92393,66
3708,92394,66
3708,92395,66
3708,92396,66
3708,92397,66
3708,92398,66
3708,92399,66
3708,92400,66
3708,92401,66
3708,92403,66
3708,92404,66
3708,92406,66
3708,92408,66
3708,92409,66
3708,92410,66
3708,92411,66
3708,92412,66
3708,92413,66
3708,92415,66
3708,92418,66
3708,92419,66
3708,92420,66
3708,92421,66
3708,92423,66
3708,92425,66
3708,92426,66
3708,92427,66
3708,92430,66
3708,92431,66
3708,92437,66
3708,92438,66
3708,92439,66
3708,92441,66
3708,92442,66
3708,92443,66
3708,92449,66
3708,92450,66
3708,92451,66
3708,92452,66
3708,92454,66
3708,92457,66
3708,92458,66
3708,92459,66
3708,92461,66
3708,92465,66
3708,92471,66
3708,92476,66
3708,92477,66
3708,92479,66
3708,92483,66
3708,92487,66
3708,92488,66
3708,92493,66
3708,92494,66
3708,92496,66
3708,92497,66
3708,92498,66
3708,92500,66
3708,92502,66
3708,92503,66
3708,92504,66
3708,92515,66
3708,92516,66
3708,92520,66
3708,92527,66
3709,92533,2
3709,92536,2
3710,92564,12
3710,92565,12
3710,92566,12
3710,92567,12
3710,92568,12
3710,92571,12
3710,92574,12
3710,92576,12
3710,92578,12
3710,92579,12
3710,92582,12
3710,92587,12
3711,92599,3
3711,92600,3
3711,92622,3
3712,92642,29
3712,92643,29
3712,92644,29
3712,92645,29
3712,92646,29
3712,92648,29
3712,92649,29
3712,92651,29
3712,92652,29
3712,92654,29
3712,92655,29
3712,92656,29
3712,92657,29
3712,92658,29
3712,92660,29
3712,92662,29
3712,92663,29
3712,92665,29
3712,92666,29
3712,92670,29
3712,92672,29
3712,92673,29
3712,92674,29
3712,92677,29
3712,92681,29
3712,92689,29
3712,92694,29
3712,92698,29
3712,92701,29
3713,92710,2
3713,92711,2
3714,92717,2
3714,92718,2
3716,92723,74
3716,92724,74
3716,92725,74
3716,92726,74
3716,92727,74
3716,92728,74
3716,92729,74
3716,92730,74
3716,92731,74
3716,92732,74
3716,92733,74
3716,92734,74
3716,92735,74
3716,92736,74
3716,92737,74
3716,92738,74
3716,92739,74
3716,92741,74
3716,92742,74
3716,92743,74
3716,92744,74
3716,92745,74
3716,92746,74
3716,92748,74
3716,92750,74
3716,92751,74
3716,92752,74
3716,92753,74
3716,92754,74
3716,92756,74
3716,92757,74
3716,92758,74
3716,92759,74
3716,92760,74
3716,92762,74
3716,92763,74
3716,92764,74
3716,92766,74
3716,92767,74
3716,92770,74
3716,92773,74
3716,92774,74
3716,92776,74
3716,92778,74
3716,92781,74
3716,92782,74
3716,92783,74
3716,92786,74
3716,92788,74
3716,92789,74
3716,92790,74
3716,92791,74
3716,92792,74
3716,92793,74
3716,92795,74
3716,92796,74
3716,92797,74
3716,92798,74
3716,92799,74
3716,92801,74
3716,92802,74
3716,92807,74
3716,92808,74
3716,92811,74
3716,92812,74
3716,92813,74
3716,92814,74
3716,92816,74
3716,92817,74
3716,92818,74
3716,92819,74
3716,92820,74
3716,92821,74
3716,92825,74
3717,92826,4
3717,92828,4
3717,92830,4
3717,92841,4
3719,92850,15
3719,92851,15
3719,92852,15
3719,92853,15
3719,92854,15
3719,92856,15
3719,92857,15
3719,92859,15
3719,92862,15
3719,92863,15
3719,92865,15
3719,92867,15
3719,92869,15
3719,92877,15
3719,92880,15
3723,92908,7
3723,92909,7
3723,92910,7
3723,92911,7
3723,92912,7
3723,92921,7
3723,92935,7
3730,92986,24
3730,92987,24
3730,92988,24
3730,92989,24
3730,92990,24
3730,92991,24
3730,92993,24
3730,92995,24
3730,92997,24
3730,93001,24
3730,93009,24
3730,93013,24
3730,93016,24
3730,93024,24
3730,93026,24
3730,93027,24
3730,93028,24
3730,93044,24
3730,93059,24
3730,93064,24
3730,93066,24
3730,93069,24
3730,93071,24
3730,93072,24
3731,93073,2
3731,93075,2
3732,93085,2
3732,93086,2
3734,93088,21
3734,93089,21
3734,93090,21
3734,93092,21
3734,93096,21
3734,93097,21
3734,93098,21
3734,93099,21
3734,93101,21
3734,93102,21
3734,93104,21
3734,93107,21
3734,93108,21
3734,93111,21
3734,93112,21
3734,93120,21
3734,93132,21
3734,93135,21
3734,93139,21
3734,93159,21
3734,93165,21
3735,93179,2
3735,93180,2
3736,93184,8
3736,93185,8
3736,93186,8
3736,93187,8
3736,93188,8
3736,93190,8
3736,93197,8
3736,93198,8
3738,93209,4
3738,93210,4
3738,93211,4
3738,93213,4
3740,93257,3
3740,93258,3
3740,93261,3
3744,93303,21
3744,93304,21
3744,93305,21
3744,93307,21
3744,93309,21
3744,93310,21
3744,93311,21
3744,93313,21
3744,93314,21
3744,93318,21
3744,93319,21
3744,93320,21
3744,93321,21
3744,93328,21
3744,93331,21
3744,93333,21
3744,93334,21
3744,93338,21
3744,93339,21
3744,93340,21
3744,93343,21
3748,93361,2
3748,93362,2
3750,93372,13
3750,93374,13
3750,93375,13
3750,93377,13
3750,93378,13
3750,93379,13
3750,93380,13
3750,93384,13
3750,93397,13
3750,93398,13
3750,93406,13
3750,93410,13
3750,93411,13
3753,93416,6
3753,93418,6
3753,93419,6
3753,93426,6
3753,93427,6
3753,93429,6
3759,93611,7
3759,93612,7
3759,93613,7
3759,93614,7
3759,93618,7
3759,93620,7
3759,93622,7
3761,93664,2
3761,93665,2
3762,93666,2
3762,93667,2
3763,93671,4
3763,93672,4
3763,93675,4
3763,93677,4
3764,93692,2
3764,93693,2
3766,93704,60
3766,93705,60
3766,93706,60
3766,93707,60
3766,93709,60
3766,93710,60
3766,93711,60
3766,93715,60
3766,93718,60
3766,93719,60
3766,93721,60
3766,93722,60
3766,93724,60
3766,93725,60
3766,93726,60
3766,93727,60
3766,93728,60
3766,93729,60
3766,93731,60
3766,93732,60
3766,93733,60
3766,93735,60
3766,93736,60
3766,93739,60
3766,93740,60
3766,93741,60
3766,93742,60
3766,93743,60
3766,93746,60
3766,93748,60
3766,93752,60
3766,93754,60
3766,93755,60
3766,93756,60
3766,93758,60
3766,93760,60
3766,93761,60
3766,93762,60
3766,93764,60
3766,93768,60
3766,93770,60
3766,93772,60
3766,93781,60
3766,93783,60
3766,93785,60
3766,93786,60
3766,93787,60
3766,93790,60
3766,93794,60
3766,93795,60
3766,93796,60
3766,93800,60
3766,93801,60
3766,93807,60
3766,93809,60
3766,93811,60
3766,93812,60
3766,93817,60
3766,93822,60
3766,93825,60
3767,93826,17
3767,93827,17
3767,93828,17
3767,93829,17
3767,93830,17
3767,93831,17
3767,93832,17
3767,93833,17
3767,93835,17
3767,93836,17
3767,93839,17
3767,93846,17
3767,93848,17
3767,93865,17
3767,93873,17
3767,93876,17
3767,93880,17
3770,93899,4
3770,93900,4
3770,93923,4
3770,93925,4
3772,93932,5
3772,93935,5
3772,93937,5
3772,93940,5
3772,93948,5
3778,93994,2
3778,93995,2
3781,94050,4
3781,94051,4
3781,94052,4
3781,94060,4
3787,94114,5
3787,94115,5
3787,94116,5
3787,94119,5
3787,94132,5
3789,94196,4
3789,94199,4
3789,94203,4
3789,94219,4
3790,94232,2
3790,94233,2
3792,94235,21
3792,94236,21
3792,94237,21
3792,94238,21
3792,94240,21
3792,94241,21
3792,94242,21
3792,94243,21
3792,94244,21
3792,94245,21
3792,94246,21
3792,94247,21
3792,94250,21
3792,94252,21
3792,94253,21
3792,94256,21
3792,94258,21
3792,94263,21
3792,94268,21
3792,94271,21
3792,94275,21
3793,94276,50
3793,94277,50
3793,94278,50
3793,94279,50
3793,94280,50
3793,94281,50
3793,94282,50
3793,94283,50
3793,94284,50
3793,94286,50
3793,94288,50
3793,94289,50
3793,94290,50
3793,94291,50
3793,94292,50
3793,94293,50
3793,94296,50
3793,94297,50
3793,94298,50
3793,94299,50
3793,94300,50
3793,94301,50
3793,94302,50
3793,94303,50
3793,94305,50
3793,94306,50
3793,94307,50
3793,94312,50
3793,94313,50
3793,94318,50
3793,94319,50
3793,94320,50
3793,94323,50
3793,94326,50
3793,94330,50
3793,94331,50
3793,94335,50
3793,94336,50
3793,94337,50
3793,94338,50
3793,94340,50
3793,94344,50
3793,94345,50
3793,94348,50
3793,94349,50
3793,94351,50
3793,94352,50
3793,94355,50
3793,94358,50
3793,94359,50
3795,94370,4
3795,94371,4
3795,94381,4
3795,94382,4
3798,94450,23
3798,94452,23
3798,94453,23
3798,94455,23
3798,94456,23
3798,94458,23
3798,94459,23
3798,94460,23
3798,94461,23
3798,94463,23
3798,94468,23
3798,94470,23
3798,94471,23
3798,94472,23
3798,94477,23
3798,94480,23
3798,94482,23
3798,94483,23
3798,94485,23
3798,94486,23
3798,94487,23
3798,94494,23
3798,94498,23
3800,94503,4
3800,94504,4
3800,94513,4
3800,94516,4
3801,94518,2
3801,94519,2
3804,94535,3
3804,94537,3
3804,94538,3
3809,94586,2
3809,94589,2
3810,94591,43
3810,94592,43
3810,94594,43
3810,94595,43
3810,94596,43
3810,94597,43
3810,94598,43
3810,94599,43
3810,94600,43
3810,94602,43
3810,94603,43
3810,94604,43
3810,94605,43
3810,94607,43
3810,94609,43
3810,94613,43
3810,94615,43
3810,94619,43
3810,94620,43
3810,94624,43
3810,94627,43
3810,94628,43
3810,94629,43
3810,94634,43
3810,94635,43
3810,94636,43
3810,94637,43
3810,94639,43
3810,94642,43
3810,94643,43
3810,94651,43
3810,94652,43
3810,94653,43
3810,94655,43
3810,94656,43
3810,94658,43
3810,94659,43
3810,94666,43
3810,94670,43
3810,94675,43
3810,94686,43
3810,94693,43
3810,94695,43
3811,94699,4
3811,94701,4
3811,94703,4
3811,94714,4
3812,94717,7
3812,94718,7
3812,94720,7
3812,94721,7
3812,94722,7
3812,94724,7
3812,94726,7
3816,94754,3
3816,94756,3
3816,94758,3
3818,94783,2
3818,94784,2
3820,94813,3
3820,94816,3
3820,94821,3
3821,94828,10
3821,94829,10
3821,94831,10
3821,94832,10
3821,94833,10
3821,94834,10
3821,94840,10
3821,94841,10
3821,94845,10
3821,94851,10
3823,94863,10
3823,94865,10
3823,94867,10
3823,94869,10
3823,94870,10
3823,94873,10
3823,94878,10
3823,94883,10
3823,94885,10
3823,94886,10
3827,94897,2
3827,94898,2
3835,95048,18
3835,95049,18
3835,95050,18
3835,95051,18
3835,95053,18
3835,95055,18
3835,95056,18
3835,95058,18
3835,95066,18
3835,95067,18
3835,95069,18
3835,95072,18
3835,95075,18
3835,95081,18
3835,95086,18
3835,95091,18
3835,95102,18
3835,95105,18
3836,95106,6
3836,95107,6
3836,95108,6
3836,95110,6
3836,95113,6
3836,95116,6
3837,95132,2
3837,95136,2
3838,95143,21
3838,95144,21
3838,95145,21
3838,95147,21
3838,95148,21
3838,95149,21
3838,95151,21
3838,95152,21
3838,95154,21
3838,95159,21
3838,95161,21
3838,95162,21
3838,95163,21
3838,95164,21
3838,95165,21
3838,95166,21
3838,95168,21
3838,95169,21
3838,95170,21
3838,95173,21
3838,95175,21
3839,95181,7
3839,95182,7
3839,95184,7
3839,95185,7
3839,95187,7
3839,95194,7
3839,95197,7
3840,95200,2
3840,95201,2
3841,95214,12
3841,95215,12
3841,95216,12
3841,95217,12
3841,95218,12
3841,95219,12
3841,95221,12
3841,95222,12
3841,95238,12
3841,95245,12
3841,95248,12
3841,95251,12
3844,95269,22
3844,95270,22
3844,95271,22
3844,95272,22
3844,95274,22
3844,95275,22
3844,95276,22
3844,95277,22
3844,95278,22
3844,95279,22
3844,95281,22
3844,95283,22
3844,95287,22
3844,95290,22
3844,95295,22
3844,95297,22
3844,95302,22
3844,95311,22
3844,95315,22
3844,95316,22
3844,95319,22
3844,95344,22
3845,95366,2
3845,95369,2
3847,95403,2
3847,95404,2
3849,95419,16
3849,95420,16
3849,95421,16
3849,95422,16
3849,95424,16
3849,95427,16
3849,95431,16
3849,95432,16
3849,95434,16
3849,95440,16
3849,95455,16
3849,95462,16
3849,95467,16
3849,95473,16
3849,95480,16
3849,95484,16
3850,95490,2
3850,95491,2
3851,95511,6
3851,95512,6
3851,95513,6
3851,95515,6
3851,95518,6
3851,95534,6
3853,95640,21
3853,95641,21
3853,95642,21
3853,95643,21
3853,95645,21
3853,95646,21
3853,95648,21
3853,95649,21
3853,95650,21
3853,95651,21
3853,95653,21
3853,95654,21
3853,95655,21
3853,95657,21
3853,95659,21
3853,95660,21
3853,95663,21
3853,95664,21
3853,95666,21
3853,95667,21
3853,95669,21
3854,95670,11
3854,95672,11
3854,95674,11
3854,95675,11
3854,95679,11
3854,95680,11
3854,95685,11
3854,95688,11
3854,95689,11
3854,95696,11
3854,95700,11
3856,95705,28
3856,95706,28
3856,95707,28
3856,95708,28
3856,95710,28
3856,95711,28
3856,95712,28
3856,95713,28
3856,95714,28
3856,95716,28
3856,95717,28
3856,95721,28
3856,95722,28
3856,95724,28
3856,95726,28
3856,95727,28
3856,95728,28
3856,95729,28
3856,95731,28
3856,95732,28
3856,95740,28
3856,95753,28
3856,95765,28
3856,95770,28
3856,95776,28
3856,95778,28
3856,95787,28
3856,95793,28
3857,95799,2
3857,95800,2
3858,95810,2
3858,95811,2
3860,95813,2
3860,95818,2
3861,95832,6
3861,95834,6
3861,95835,6
3861,95838,6
3861,95841,6
3861,95854,6
3862,95860,44
3862,95861,44
3862,95862,44
3862,95863,44
3862,95864,44
3862,95865,44
3862,95866,44
3862,95867,44
3862,95868,44
3862,95869,44
3862,95870,44
3862,95873,44
3862,95874,44
3862,95876,44
3862,95879,44
3862,95881,44
3862,95883,44
3862,95884,44
3862,95885,44
3862,95886,44
3862,95888,44
3862,95890,44
3862,95891,44
3862,95892,44
3862,95900,44
3862,95901,44
3862,95904,44
3862,95905,44
3862,95906,44
3862,95908,44
3862,95911,44
3862,95913,44
3862,95914,44
3862,95916,44
3862,95917,44
3862,95918,44
3862,95925,44
3862,95928,44
3862,95934,44
3862,95935,44
3862,95938,44
3862,95940,44
3862,95944,44
3862,95958,44
3863,95960,2
3863,95967,2
3864,95971,2
3864,95972,2
3865,95979,4
3865,95980,4
3865,95992,4
3865,95994,4
3867,95996,4
3867,95997,4
3867,95998,4
3867,96002,4
3868,96006,14
3868,96007,14
3868,96008,14
3868,96010,14
3868,96015,14
3868,96016,14
3868,96017,14
3868,96018,14
3868,96020,14
3868,96021,14
3868,96025,14
3868,96030,14
3868,96033,14
3868,96041,14
3869,96047,19
3869,96048,19
3869,96052,19
3869,96053,19
3869,96054,19
3869,96055,19
3869,96057,19
3869,96059,19
3869,96060,19
3869,96061,19
3869,96063,19
3869,96066,19
3869,96067,19
3869,96068,19
3869,96069,19
3869,96071,19
3869,96073,19
3869,96075,19
3869,96078,19
3872,96125,9
3872,96126,9
3872,96130,9
3872,96131,9
3872,96132,9
3872,96136,9
3872,96137,9
3872,96139,9
3872,96142,9
3874,96210,2
3874,96211,2
3875,96215,3
3875,96216,3
3875,96229,3
3876,96240,24
3876,96241,24
3876,96243,24
3876,96245,24
3876,96246,24
3876,96250,24
3876,96251,24
3876,96255,24
3876,96256,24
3876,96257,24
3876,96258,24
3876,96260,24
3876,96265,24
3876,96267,24
3876,96268,24
3876,96270,24
3876,96272,24
3876,96279,24
3876,96286,24
3876,96287,24
3876,96297,24
3876,96300,24
3876,96304,24
3876,96305,24
3878,96340,4
3878,96341,4
3878,96349,4
3878,96363,4
3879,96377,5
3879,96378,5
3879,96382,5
3879,96384,5
3879,96386,5
3881,96400,2
3881,96401,2
3887,96477,2
3887,96478,2
3890,96502,4
3890,96503,4
3890,96509,4
3890,96513,4
3891,96522,13
3891,96523,13
3891,96524,13
3891,96526,13
3891,96529,13
3891,96530,13
3891,96534,13
3891,96535,13
3891,96538,13
3891,96545,13
3891,96550,13
3891,96564,13
3891,96566,13
3892,96568,6
3892,96569,6
3892,96570,6
3892,96573,6
3892,96576,6
3892,96580,6
3894,96592,5
3894,96594,5
3894,96595,5
3894,96596,5
3894,96603,5
3896,96616,10
3896,96617,10
3896,96619,10
3896,96620,10
3896,96621,10
3896,96623,10
3896,96628,10
3896,96630,10
3896,96631,10
3896,96640,10
3897,96644,7
3897,96645,7
3897,96647,7
3897,96650,7
3897,96655,7
3897,96660,7
3897,96667,7
3900,96716,3
3900,96718,3
3900,96721,3
3904,96749,24
3904,96750,24
3904,96751,24
3904,96752,24
3904,96753,24
3904,96755,24
3904,96756,24
3904,96758,24
3904,96761,24
3904,96762,24
3904,96763,24
3904,96765,24
3904,96768,24
3904,96771,24
3904,96772,24
3904,96774,24
3904,96776,24
3904,96778,24
3904,96785,24
3904,96787,24
3904,96796,24
3904,96804,24
3904,96827,24
3904,96832,24
3905,96835,2
3905,96836,2
3907,96845,28
3907,96846,28
3907,96847,28
3907,96848,28
3907,96849,28
3907,96850,28
3907,96851,28
3907,96852,28
3907,96853,28
3907,96854,28
3907,96858,28
3907,96860,28
3907,96862,28
3907,96863,28
3907,96866,28
3907,96869,28
3907,96870,28
3907,96871,28
3907,96875,28
3907,96879,28
3907,96884,28
3907,96885,28
3907,96889,28
3907,96893,28
3907,96894,28
3907,96895,28
3907,96911,28
3907,96912,28
3912,96970,2
3912,96980,2
3913,96991,3
3913,96996,3
3913,97007,3
3914,97015,7
3914,97017,7
3914,97023,7
3914,97024,7
3914,97027,7
3914,97033,7
3914,97035,7
3915,97120,26
3915,97121,26
3915,97122,26
3915,97123,26
3915,97124,26
3915,97125,26
3915,97128,26
3915,97132,26
3915,97139,26
3915,97140,26
3915,97141,26
3915,97143,26
3915,97147,26
3915,97148,26
3915,97154,26
3915,97157,26
3915,97160,26
3915,97166,26
3915,97171,26
3915,97177,26
3915,97184,26
3915,97219,26
3915,97220,26
3915,97224,26
3915,97225,26
3915,97228,26
3917,97287,5
3917,97288,5
3917,97290,5
3917,97294,5
3917,97296,5
3919,97322,3
3919,97323,3
3919,97324,3
3920,97352,9
3920,97354,9
3920,97355,9
3920,97362,9
3920,97363,9
3920,97364,9
3920,97368,9
3920,97372,9
3920,97380,9
3925,97542,5
3925,97543,5
3925,97545,5
3925,97552,5
3925,97553,5
3927,97589,10
3927,97590,10
3927,97591,10
3927,97592,10
3927,97595,10
3927,97596,10
3927,97598,10
3927,97599,10
3927,97603,10
3927,97613,10
3928,97622,3
3928,97625,3
3928,97626,3
3930,97636,7
3930,97637,7
3930,97639,7
3930,97643,7
3930,97646,7
3930,97647,7
3930,97653,7
3931,97662,6
3931,97663,6
3931,97664,6
3931,97665,6
3931,97669,6
3931,97674,6
3932,97686,6
3932,97687,6
3932,97688,6
3932,97689,6
3932,97692,6
3932,97696,6
3935,97758,3
3935,97759,3
3935,97769,3
3938,97817,8
3938,97818,8
3938,97820,8
3938,97821,8
3938,97824,8
3938,97827,8
3938,97829,8
3938,97834,8
3940,97878,2
